Sample in Buffer,Sample in Window,TRIGGER,dbg_sample[31:0],dbg_expected[31:0],dbg_pred[31:0],dbg_cycles[31:0],dbg_correct[31:0],dbg_pulse,custom_funct3[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX
3839,3839,0,167,0,0,655,168,0,1
3840,3840,0,167,0,0,655,168,0,1
3841,3841,0,167,0,0,655,168,0,0
3842,3842,0,167,0,0,655,168,0,0
3843,3843,0,167,0,0,655,168,0,0
3844,3844,0,167,0,0,655,168,0,5
3845,3845,0,167,0,0,655,168,0,5
3846,3846,0,167,0,0,655,168,0,5
3847,3847,0,167,0,0,655,168,0,5
3848,3848,0,167,0,0,655,168,0,0
3849,3849,0,167,0,0,655,168,0,0
3850,3850,0,167,0,0,655,168,0,0
3851,3851,0,167,0,0,655,168,0,0
3852,3852,0,167,0,0,655,168,0,0
3853,3853,0,167,0,0,655,168,0,0
3854,3854,0,167,0,0,655,168,0,3
3855,3855,0,167,0,0,655,168,0,3
3856,3856,0,167,0,0,655,168,0,3
3857,3857,0,167,0,0,655,168,0,0
3858,3858,0,167,0,0,655,168,0,0
3859,3859,0,167,0,0,655,168,0,0
3860,3860,0,167,0,0,655,168,0,0
3861,3861,0,167,0,0,655,168,0,0
3862,3862,0,167,0,0,655,168,0,0
3863,3863,0,167,0,0,655,168,0,1
3864,3864,0,167,0,0,655,168,0,1
3865,3865,0,167,0,0,655,168,0,1
3866,3866,0,167,0,0,655,168,0,1
3867,3867,0,167,0,0,655,168,0,1
3868,3868,0,167,0,0,655,168,0,1
3869,3869,0,167,0,0,655,168,0,1
3870,3870,0,167,0,0,655,168,0,1
3871,3871,0,167,0,0,655,168,0,0
3872,3872,0,167,0,0,655,168,0,0
3873,3873,0,167,0,0,655,168,0,0
3874,3874,0,167,0,0,655,168,0,5
3875,3875,0,167,0,0,655,168,0,5
3876,3876,0,167,0,0,655,168,0,5
3877,3877,0,167,0,0,655,168,0,5
3878,3878,0,167,0,0,655,168,0,0
3879,3879,0,167,0,0,655,168,0,0
3880,3880,0,167,0,0,655,168,0,0
3881,3881,0,167,0,0,655,168,0,0
3882,3882,0,167,0,0,655,168,0,0
3883,3883,0,167,0,0,655,168,0,0
3884,3884,0,167,0,0,655,168,0,3
3885,3885,0,167,0,0,655,168,0,3
3886,3886,0,167,0,0,655,168,0,3
3887,3887,0,167,0,0,655,168,0,0
3888,3888,0,167,0,0,655,168,0,0
3889,3889,0,167,0,0,655,168,0,0
3890,3890,0,167,0,0,655,168,0,0
3891,3891,0,167,0,0,655,168,0,0
3892,3892,0,167,0,0,655,168,0,0
3893,3893,0,167,0,0,655,168,0,1
3894,3894,0,167,0,0,655,168,0,1
3895,3895,0,167,0,0,655,168,0,1
3896,3896,0,167,0,0,655,168,0,2
3897,3897,0,167,0,0,655,168,0,2
3898,3898,0,167,0,0,655,168,0,2
3899,3899,0,167,0,0,655,168,0,1
3900,3900,0,167,0,0,655,168,0,1
3901,3901,0,167,0,0,655,168,0,1
3902,3902,0,167,0,0,655,168,0,0
3903,3903,0,167,0,0,655,168,0,0
3904,3904,0,167,0,0,655,168,0,0
3905,3905,0,167,0,0,655,168,0,7
3906,3906,0,167,0,0,655,168,0,7
3907,3907,0,167,0,0,655,168,0,7
3908,3908,0,167,0,0,655,168,0,0
3909,3909,0,167,0,0,655,168,0,0
3910,3910,0,167,0,0,655,168,0,0
3911,3911,0,167,0,0,655,168,0,1
3912,3912,0,167,0,0,655,168,0,1
3913,3913,0,167,0,0,655,168,0,1
3914,3914,0,167,0,0,655,168,0,0
3915,3915,0,167,0,0,655,168,0,0
3916,3916,0,167,0,0,655,168,0,0
3917,3917,0,167,0,0,655,168,0,7
3918,3918,0,167,0,0,655,168,0,7
3919,3919,0,167,0,0,655,168,0,7
3920,3920,0,167,0,0,655,168,0,0
3921,3921,0,167,0,0,655,168,0,0
3922,3922,0,167,0,0,655,168,0,0
3923,3923,0,167,0,0,655,168,0,0
3924,3924,0,167,0,0,655,168,0,0
3925,3925,0,167,0,0,655,168,0,0
3926,3926,0,167,0,0,655,168,0,0
3927,3927,0,167,0,0,655,168,0,0
3928,3928,0,167,0,0,655,168,0,0
3929,3929,0,167,0,0,655,168,0,2
3930,3930,0,167,0,0,655,168,0,2
3931,3931,0,167,0,0,655,168,0,2
3932,3932,0,167,0,0,655,168,0,0
3933,3933,0,167,0,0,655,168,0,0
3934,3934,0,167,0,0,655,168,0,0
3935,3935,0,167,0,0,655,168,0,0
3936,3936,0,167,0,0,655,168,0,0
3937,3937,0,167,0,0,655,168,0,0
3938,3938,0,167,0,0,655,168,0,2
3939,3939,0,167,0,0,655,168,0,2
3940,3940,0,167,0,0,655,168,0,2
3941,3941,0,167,0,0,655,168,0,2
3942,3942,0,167,0,0,655,168,0,2
3943,3943,0,167,0,0,655,168,0,2
3944,3944,0,167,0,0,655,168,0,2
3945,3945,0,167,0,0,655,168,0,1
3946,3946,0,167,0,0,655,168,0,1
3947,3947,0,167,0,0,655,168,0,1
3948,3948,0,167,0,0,655,168,0,2
3949,3949,0,167,0,0,655,168,0,2
3950,3950,0,167,0,0,655,168,0,2
3951,3951,0,167,0,0,655,168,0,2
3952,3952,0,167,0,0,655,168,0,2
3953,3953,0,167,0,0,655,168,0,2
3954,3954,0,167,0,0,655,168,0,2
3955,3955,0,167,0,0,655,168,0,2
3956,3956,0,167,0,0,655,168,0,2
3957,3957,0,167,0,0,655,168,0,2
3958,3958,0,167,0,0,655,168,0,0
3959,3959,0,167,0,0,655,168,0,0
3960,3960,0,167,0,0,655,168,0,0
3961,3961,0,167,0,0,655,168,0,2
3962,3962,0,167,0,0,655,168,0,2
3963,3963,0,167,0,0,655,168,0,2
3964,3964,0,167,0,0,655,168,0,7
3965,3965,0,167,0,0,655,168,0,7
3966,3966,0,167,0,0,655,168,0,7
3967,3967,0,167,0,0,655,168,0,2
3968,3968,0,167,0,0,655,168,0,2
3969,3969,0,167,0,0,655,168,0,2
3970,3970,0,167,0,0,655,168,0,2
3971,3971,0,167,0,0,655,168,0,2
3972,3972,0,167,0,0,655,168,0,2
3973,3973,0,167,0,0,655,168,0,2
3974,3974,0,167,0,0,655,168,0,2
3975,3975,0,167,0,0,655,168,0,2
3976,3976,0,167,0,0,655,168,0,2
3977,3977,0,167,0,0,655,168,0,2
3978,3978,0,167,0,0,655,168,0,0
3979,3979,0,167,0,0,655,168,0,0
3980,3980,0,167,0,0,655,168,0,0
3981,3981,0,167,0,0,655,168,0,0
3982,3982,0,167,0,0,655,168,0,0
3983,3983,0,167,0,0,655,168,0,0
3984,3984,0,167,0,0,655,168,0,3
3985,3985,0,167,0,0,655,168,0,3
3986,3986,0,167,0,0,655,168,0,3
3987,3987,0,167,0,0,655,168,0,0
3988,3988,0,167,0,0,655,168,0,0
3989,3989,0,167,0,0,655,168,0,0
3990,3990,0,167,0,0,655,168,0,3
3991,3991,0,167,0,0,655,168,0,3
3992,3992,0,167,0,0,655,168,0,3
3993,3993,0,167,0,0,655,168,0,0
3994,3994,0,167,0,0,655,168,0,0
3995,3995,0,167,0,0,655,168,0,0
3996,3996,0,167,0,0,655,168,0,2
3997,3997,0,167,0,0,655,168,0,2
3998,3998,0,167,0,0,655,168,0,2
3999,3999,0,167,0,0,655,168,0,2
4000,4000,0,167,0,0,655,168,0,2
4001,4001,0,167,0,0,655,168,0,2
4002,4002,0,167,0,0,655,168,0,0
4003,4003,0,167,0,0,655,168,0,0
4004,4004,0,167,0,0,655,168,0,0
4005,4005,0,167,0,0,655,168,0,2
4006,4006,0,167,0,0,655,168,0,2
4007,4007,0,167,0,0,655,168,0,2
4008,4008,0,167,0,0,655,168,0,2
4009,4009,0,167,0,0,655,168,0,0
4010,4010,0,167,0,0,655,168,0,0
4011,4011,0,167,0,0,655,168,0,0
4012,4012,0,167,0,0,655,168,0,0
4013,4013,0,167,0,0,655,168,0,0
4014,4014,0,167,0,0,655,168,0,0
4015,4015,0,167,0,0,655,168,0,0
4016,4016,0,167,0,0,655,168,0,0
4017,4017,0,167,0,0,655,168,0,0
4018,4018,0,167,0,0,655,168,0,7
4019,4019,0,167,0,0,655,168,0,7
4020,4020,0,167,0,0,655,168,0,7
4021,4021,0,167,0,0,655,168,0,0
4022,4022,0,167,0,0,655,168,0,0
4023,4023,0,167,0,0,655,168,0,0
4024,4024,0,167,0,0,655,168,0,4
4025,4025,0,167,0,0,655,168,0,4
4026,4026,0,167,0,0,655,168,0,4
4027,4027,0,167,0,0,655,168,0,4
4028,4028,0,167,0,0,655,168,0,1
4029,4029,0,167,0,0,655,168,0,1
4030,4030,0,167,0,0,655,168,0,1
4031,4031,0,167,0,0,655,168,0,0
4032,4032,0,167,0,0,655,168,0,0
4033,4033,0,167,0,0,655,168,0,0
4034,4034,0,167,0,0,655,168,0,0
4035,4035,0,167,0,0,655,168,0,0
4036,4036,0,167,0,0,655,168,0,0
4037,4037,0,167,0,0,655,168,0,0
4038,4038,0,167,0,0,655,168,0,0
4039,4039,0,167,0,0,655,168,0,0
4040,4040,0,167,0,0,655,168,0,0
4041,4041,0,167,0,0,655,168,0,0
4042,4042,0,167,0,0,655,168,0,0
4043,4043,0,167,0,0,655,168,0,4
4044,4044,0,167,0,0,655,168,0,4
4045,4045,0,167,0,0,655,168,0,4
4046,4046,0,167,0,0,655,168,0,4
4047,4047,0,167,0,0,655,168,0,1
4048,4048,0,167,0,0,655,168,0,1
4049,4049,0,167,0,0,655,168,0,1
4050,4050,0,167,0,0,655,168,0,2
4051,4051,0,167,0,0,655,168,0,2
4052,4052,0,167,0,0,655,168,0,2
4053,4053,0,167,0,0,655,168,0,2
4054,4054,0,167,0,0,655,168,0,2
4055,4055,0,168,0,0,655,168,0,2
4056,4056,0,168,0,0,655,168,0,2
4057,4057,0,168,0,0,655,168,0,2
4058,4058,0,168,0,0,655,168,0,2
4059,4059,0,168,0,0,655,168,0,2
4060,4060,0,168,0,0,655,168,0,2
4061,4061,0,168,0,0,655,168,0,2
4062,4062,0,168,0,0,655,168,0,2
4063,4063,0,168,0,0,655,168,0,2
4064,4064,0,168,0,0,655,168,0,2
4065,4065,0,168,0,0,655,168,0,2
4066,4066,0,168,0,0,655,168,0,0
4067,4067,0,168,0,0,655,168,0,0
4068,4068,0,168,0,0,655,168,0,0
4069,4069,0,168,0,0,655,168,0,2
4070,4070,0,168,0,0,655,168,0,2
4071,4071,0,168,0,0,655,168,0,2
4072,4072,0,168,0,0,655,168,0,2
4073,4073,0,168,0,0,655,168,0,2
4074,4074,0,168,0,0,655,168,0,2
4075,4075,0,168,0,0,655,168,0,2
4076,4076,0,168,0,0,655,168,0,2
4077,4077,0,168,0,0,655,168,0,0
4078,4078,0,168,0,0,655,168,0,0
4079,4079,0,168,0,0,655,168,0,0
4080,4080,0,168,0,0,655,168,0,2
4081,4081,0,168,0,0,655,168,0,2
4082,4082,0,168,0,0,655,168,0,2
4083,4083,0,168,0,0,655,168,0,2
4084,4084,0,168,0,0,655,168,0,2
4085,4085,0,168,0,0,655,169,0,2
4086,4086,0,168,0,0,655,169,0,2
4087,4087,0,168,0,0,655,169,0,2
4088,4088,0,168,0,0,655,169,0,0
4089,4089,0,168,0,0,655,169,0,0
4090,4090,0,168,0,0,655,169,0,0
4091,4091,0,168,0,0,655,169,0,2
4092,4092,0,168,0,0,655,169,0,2
4093,4093,0,168,0,0,655,169,0,2
4094,4094,0,168,0,0,655,169,0,2
4095,4095,0,168,0,0,655,169,0,2
4096,4096,1,168,0,0,655,169,1,2
4097,4097,0,168,0,0,655,169,0,2
4098,4098,0,168,0,0,655,169,0,2
4099,4099,0,168,0,0,655,169,0,0
4100,4100,0,168,0,0,655,169,0,0
4101,4101,0,168,0,0,655,169,0,0
4102,4102,0,168,0,0,655,169,0,1
4103,4103,0,168,0,0,655,169,0,1
4104,4104,0,168,0,0,655,169,0,1
4105,4105,0,168,0,0,655,169,0,1
4106,4106,0,168,0,0,655,169,0,0
4107,4107,0,168,0,0,655,169,0,0
4108,4108,0,168,0,0,655,169,0,0
4109,4109,0,168,0,0,655,169,0,0
4110,4110,0,168,0,0,655,169,0,0
4111,4111,0,168,0,0,655,169,0,0
4112,4112,0,168,0,0,655,169,0,0
4113,4113,0,168,0,0,655,169,0,0
4114,4114,0,168,0,0,655,169,0,0
4115,4115,0,168,0,0,655,169,0,0
4116,4116,0,168,0,0,655,169,0,0
4117,4117,0,168,0,0,655,169,0,0
4118,4118,0,168,0,0,655,169,0,2
4119,4119,0,168,0,0,655,169,0,2
4120,4120,0,168,0,0,655,169,0,2
4121,4121,0,168,0,0,655,169,0,2
4122,4122,0,168,0,0,655,169,0,2
4123,4123,0,168,0,0,655,169,0,2
4124,4124,0,168,0,0,655,169,0,2
4125,4125,0,168,0,0,655,169,0,2
4126,4126,0,168,0,0,655,169,0,2
4127,4127,0,168,0,0,655,169,0,2
4128,4128,0,168,0,0,655,169,0,2
4129,4129,0,168,0,0,655,169,0,6
4130,4130,0,168,0,0,655,169,0,6
4131,4131,0,168,0,0,655,169,0,6
4132,4132,0,168,0,0,655,169,0,2
4133,4133,0,168,0,0,655,169,0,2
4134,4134,0,168,0,0,655,169,0,2
4135,4135,0,168,0,0,655,169,0,2
4136,4136,0,168,0,0,655,169,0,0
4137,4137,0,168,0,0,655,169,0,0
4138,4138,0,168,0,0,655,169,0,0
4139,4139,0,168,0,0,655,169,0,2
4140,4140,0,168,0,0,655,169,0,2
4141,4141,0,168,0,0,655,169,0,2
4142,4142,0,168,0,0,655,169,0,7
4143,4143,0,168,0,0,655,169,0,7
4144,4144,0,168,0,0,655,169,0,7
4145,4145,0,168,0,0,655,169,0,2
4146,4146,0,168,0,0,655,169,0,2
4147,4147,0,168,0,0,655,169,0,2
4148,4148,0,168,0,0,655,169,0,2
4149,4149,0,168,0,0,655,169,0,6
4150,4150,0,168,0,0,655,169,0,6
4151,4151,0,168,0,0,655,169,0,6
4152,4152,0,168,0,0,655,169,0,2
4153,4153,0,168,0,0,655,169,0,2
4154,4154,0,168,0,0,655,169,0,2
4155,4155,0,168,0,0,655,169,0,2
4156,4156,0,168,0,0,655,169,0,0
4157,4157,0,168,0,0,655,169,0,0
4158,4158,0,168,0,0,655,169,0,0
4159,4159,0,168,0,0,655,169,0,2
4160,4160,0,168,0,0,655,169,0,2
4161,4161,0,168,0,0,655,169,0,2
4162,4162,0,168,0,0,655,169,0,7
4163,4163,0,168,0,0,655,169,0,7
4164,4164,0,168,0,0,655,169,0,7
4165,4165,0,168,0,0,655,169,0,2
4166,4166,0,168,0,0,655,169,0,2
4167,4167,0,168,0,0,655,169,0,2
4168,4168,0,168,0,0,655,169,0,2
4169,4169,0,168,0,0,655,169,0,6
4170,4170,0,168,0,0,655,169,0,6
4171,4171,0,168,0,0,655,169,0,6
4172,4172,0,168,0,0,655,169,0,2
4173,4173,0,168,0,0,655,169,0,2
4174,4174,0,168,0,0,655,169,0,2
4175,4175,0,168,0,0,655,169,0,2
4176,4176,0,168,0,0,655,169,0,0
4177,4177,0,168,0,0,655,169,0,0
4178,4178,0,168,0,0,655,169,0,0
4179,4179,0,168,0,0,655,169,0,2
4180,4180,0,168,0,0,655,169,0,2
4181,4181,0,168,0,0,655,169,0,2
4182,4182,0,168,0,0,655,169,0,7
4183,4183,0,168,0,0,655,169,0,7
4184,4184,0,168,0,0,655,169,0,7
4185,4185,0,168,0,0,655,169,0,2
4186,4186,0,168,0,0,655,169,0,2
4187,4187,0,168,0,0,655,169,0,2
4188,4188,0,168,0,0,655,169,0,2
4189,4189,0,168,0,0,655,169,0,6
4190,4190,0,168,0,0,655,169,0,6
4191,4191,0,168,0,0,655,169,0,6
4192,4192,0,168,0,0,655,169,0,2
4193,4193,0,168,0,0,655,169,0,2
4194,4194,0,168,0,0,655,169,0,2
4195,4195,0,168,0,0,655,169,0,2
4196,4196,0,168,0,0,655,169,0,0
4197,4197,0,168,0,0,655,169,0,0
4198,4198,0,168,0,0,655,169,0,0
4199,4199,0,168,0,0,655,169,0,2
4200,4200,0,168,0,0,655,169,0,2
4201,4201,0,168,0,0,655,169,0,2
4202,4202,0,168,0,0,655,169,0,7
4203,4203,0,168,0,0,655,169,0,7
4204,4204,0,168,0,0,655,169,0,7
4205,4205,0,168,0,0,655,169,0,2
4206,4206,0,168,0,0,655,169,0,2
4207,4207,0,168,0,0,655,169,0,2
4208,4208,0,168,0,0,655,169,0,2
4209,4209,0,168,0,0,655,169,0,6
4210,4210,0,168,0,0,655,169,0,6
4211,4211,0,168,0,0,655,169,0,6
4212,4212,0,168,0,0,655,169,0,2
4213,4213,0,168,0,0,655,169,0,2
4214,4214,0,168,0,0,655,169,0,2
4215,4215,0,168,0,0,655,169,0,2
4216,4216,0,168,0,0,655,169,0,0
4217,4217,0,168,0,0,655,169,0,0
4218,4218,0,168,0,0,655,169,0,0
4219,4219,0,168,0,0,655,169,0,2
4220,4220,0,168,0,0,655,169,0,2
4221,4221,0,168,0,0,655,169,0,2
4222,4222,0,168,0,0,655,169,0,7
4223,4223,0,168,0,0,655,169,0,7
4224,4224,0,168,0,0,655,169,0,7
4225,4225,0,168,0,0,655,169,0,2
4226,4226,0,168,0,0,655,169,0,2
4227,4227,0,168,0,0,655,169,0,2
4228,4228,0,168,0,0,655,169,0,2
4229,4229,0,168,0,0,655,169,0,6
4230,4230,0,168,0,0,655,169,0,6
4231,4231,0,168,0,0,655,169,0,6
4232,4232,0,168,0,0,655,169,0,2
4233,4233,0,168,0,0,655,169,0,2
4234,4234,0,168,0,0,655,169,0,2
4235,4235,0,168,0,0,655,169,0,2
4236,4236,0,168,0,0,655,169,0,0
4237,4237,0,168,0,0,655,169,0,0
4238,4238,0,168,0,0,655,169,0,0
4239,4239,0,168,0,0,655,169,0,2
4240,4240,0,168,0,0,655,169,0,2
4241,4241,0,168,0,0,655,169,0,2
4242,4242,0,168,0,0,655,169,0,7
4243,4243,0,168,0,0,655,169,0,7
4244,4244,0,168,0,0,655,169,0,7
4245,4245,0,168,0,0,655,169,0,2
4246,4246,0,168,0,0,655,169,0,2
4247,4247,0,168,0,0,655,169,0,2
4248,4248,0,168,0,0,655,169,0,2
4249,4249,0,168,0,0,655,169,0,6
4250,4250,0,168,0,0,655,169,0,6
4251,4251,0,168,0,0,655,169,0,6
4252,4252,0,168,0,0,655,169,0,2
4253,4253,0,168,0,0,655,169,0,2
4254,4254,0,168,0,0,655,169,0,2
4255,4255,0,168,0,0,655,169,0,2
4256,4256,0,168,0,0,655,169,0,0
4257,4257,0,168,0,0,655,169,0,0
4258,4258,0,168,0,0,655,169,0,0
4259,4259,0,168,0,0,655,169,0,2
4260,4260,0,168,0,0,655,169,0,2
4261,4261,0,168,0,0,655,169,0,2
4262,4262,0,168,0,0,655,169,0,7
4263,4263,0,168,0,0,655,169,0,7
4264,4264,0,168,0,0,655,169,0,7
4265,4265,0,168,0,0,655,169,0,2
4266,4266,0,168,0,0,655,169,0,2
4267,4267,0,168,0,0,655,169,0,2
4268,4268,0,168,0,0,655,169,0,2
4269,4269,0,168,0,0,655,169,0,6
4270,4270,0,168,0,0,655,169,0,6
4271,4271,0,168,0,0,655,169,0,6
4272,4272,0,168,0,0,655,169,0,2
4273,4273,0,168,0,0,655,169,0,2
4274,4274,0,168,0,0,655,169,0,2
4275,4275,0,168,0,0,655,169,0,2
4276,4276,0,168,0,0,655,169,0,0
4277,4277,0,168,0,0,655,169,0,0
4278,4278,0,168,0,0,655,169,0,0
4279,4279,0,168,0,0,655,169,0,2
4280,4280,0,168,0,0,655,169,0,2
4281,4281,0,168,0,0,655,169,0,2
4282,4282,0,168,0,0,655,169,0,7
4283,4283,0,168,0,0,655,169,0,7
4284,4284,0,168,0,0,655,169,0,7
4285,4285,0,168,0,0,655,169,0,2
4286,4286,0,168,0,0,655,169,0,2
4287,4287,0,168,0,0,655,169,0,2
4288,4288,0,168,0,0,655,169,0,2
4289,4289,0,168,0,0,655,169,0,6
4290,4290,0,168,0,0,655,169,0,6
4291,4291,0,168,0,0,655,169,0,6
4292,4292,0,168,0,0,655,169,0,2
4293,4293,0,168,0,0,655,169,0,2
4294,4294,0,168,0,0,655,169,0,2
4295,4295,0,168,0,0,655,169,0,2
4296,4296,0,168,0,0,655,169,0,0
4297,4297,0,168,0,0,655,169,0,0
4298,4298,0,168,0,0,655,169,0,0
4299,4299,0,168,0,0,655,169,0,2
4300,4300,0,168,0,0,655,169,0,2
4301,4301,0,168,0,0,655,169,0,2
4302,4302,0,168,0,0,655,169,0,7
4303,4303,0,168,0,0,655,169,0,7
4304,4304,0,168,0,0,655,169,0,7
4305,4305,0,168,0,0,655,169,0,2
4306,4306,0,168,0,0,655,169,0,2
4307,4307,0,168,0,0,655,169,0,2
4308,4308,0,168,0,0,655,169,0,2
4309,4309,0,168,0,0,655,169,0,6
4310,4310,0,168,0,0,655,169,0,6
4311,4311,0,168,0,0,655,169,0,6
4312,4312,0,168,0,0,655,169,0,2
4313,4313,0,168,0,0,655,169,0,2
4314,4314,0,168,0,0,655,169,0,2
4315,4315,0,168,0,0,655,169,0,2
4316,4316,0,168,0,0,655,169,0,0
4317,4317,0,168,0,0,655,169,0,0
4318,4318,0,168,0,0,655,169,0,0
4319,4319,0,168,0,0,655,169,0,2
4320,4320,0,168,0,0,655,169,0,2
4321,4321,0,168,0,0,655,169,0,2
4322,4322,0,168,0,0,655,169,0,7
4323,4323,0,168,0,0,655,169,0,7
4324,4324,0,168,0,0,655,169,0,7
4325,4325,0,168,0,0,655,169,0,2
4326,4326,0,168,0,0,655,169,0,2
4327,4327,0,168,0,0,655,169,0,2
4328,4328,0,168,0,0,655,169,0,2
4329,4329,0,168,0,0,655,169,0,6
4330,4330,0,168,0,0,655,169,0,6
4331,4331,0,168,0,0,655,169,0,6
4332,4332,0,168,0,0,655,169,0,2
4333,4333,0,168,0,0,655,169,0,2
4334,4334,0,168,0,0,655,169,0,2
4335,4335,0,168,0,0,655,169,0,2
4336,4336,0,168,0,0,655,169,0,0
4337,4337,0,168,0,0,655,169,0,0
4338,4338,0,168,0,0,655,169,0,0
4339,4339,0,168,0,0,655,169,0,2
4340,4340,0,168,0,0,655,169,0,2
4341,4341,0,168,0,0,655,169,0,2
4342,4342,0,168,0,0,655,169,0,7
4343,4343,0,168,0,0,655,169,0,7
4344,4344,0,168,0,0,655,169,0,7
4345,4345,0,168,0,0,655,169,0,2
4346,4346,0,168,0,0,655,169,0,2
4347,4347,0,168,0,0,655,169,0,2
4348,4348,0,168,0,0,655,169,0,2
4349,4349,0,168,0,0,655,169,0,6
4350,4350,0,168,0,0,655,169,0,6
4351,4351,0,168,0,0,655,169,0,6
4352,4352,0,168,0,0,655,169,0,2
4353,4353,0,168,0,0,655,169,0,2
4354,4354,0,168,0,0,655,169,0,2
4355,4355,0,168,0,0,655,169,0,2
4356,4356,0,168,0,0,655,169,0,0
4357,4357,0,168,0,0,655,169,0,0
4358,4358,0,168,0,0,655,169,0,0
4359,4359,0,168,0,0,655,169,0,2
4360,4360,0,168,0,0,655,169,0,2
4361,4361,0,168,0,0,655,169,0,2
4362,4362,0,168,0,0,655,169,0,7
4363,4363,0,168,0,0,655,169,0,7
4364,4364,0,168,0,0,655,169,0,7
4365,4365,0,168,0,0,655,169,0,2
4366,4366,0,168,0,0,655,169,0,2
4367,4367,0,168,0,0,655,169,0,2
4368,4368,0,168,0,0,655,169,0,2
4369,4369,0,168,0,0,655,169,0,6
4370,4370,0,168,0,0,655,169,0,6
4371,4371,0,168,0,0,655,169,0,6
4372,4372,0,168,0,0,655,169,0,2
4373,4373,0,168,0,0,655,169,0,2
4374,4374,0,168,0,0,655,169,0,2
4375,4375,0,168,0,0,655,169,0,2
4376,4376,0,168,0,0,655,169,0,0
4377,4377,0,168,0,0,655,169,0,0
4378,4378,0,168,0,0,655,169,0,0
4379,4379,0,168,0,0,655,169,0,2
4380,4380,0,168,0,0,655,169,0,2
4381,4381,0,168,0,0,655,169,0,2
4382,4382,0,168,0,0,655,169,0,7
4383,4383,0,168,0,0,655,169,0,7
4384,4384,0,168,0,0,655,169,0,7
4385,4385,0,168,0,0,655,169,0,2
4386,4386,0,168,0,0,655,169,0,2
4387,4387,0,168,0,0,655,169,0,2
4388,4388,0,168,0,0,655,169,0,2
4389,4389,0,168,0,0,655,169,0,6
4390,4390,0,168,0,0,655,169,0,6
4391,4391,0,168,0,0,655,169,0,6
4392,4392,0,168,0,0,655,169,0,2
4393,4393,0,168,0,0,655,169,0,2
4394,4394,0,168,0,0,655,169,0,2
4395,4395,0,168,0,0,655,169,0,2
4396,4396,0,168,0,0,655,169,0,0
4397,4397,0,168,0,0,655,169,0,0
4398,4398,0,168,0,0,655,169,0,0
4399,4399,0,168,0,0,655,169,0,2
4400,4400,0,168,0,0,655,169,0,2
4401,4401,0,168,0,0,655,169,0,2
4402,4402,0,168,0,0,655,169,0,7
4403,4403,0,168,0,0,655,169,0,7
4404,4404,0,168,0,0,655,169,0,7
4405,4405,0,168,0,0,655,169,0,2
4406,4406,0,168,0,0,655,169,0,2
4407,4407,0,168,0,0,655,169,0,2
4408,4408,0,168,0,0,655,169,0,2
4409,4409,0,168,0,0,655,169,0,6
4410,4410,0,168,0,0,655,169,0,6
4411,4411,0,168,0,0,655,169,0,6
4412,4412,0,168,0,0,655,169,0,2
4413,4413,0,168,0,0,655,169,0,2
4414,4414,0,168,0,0,655,169,0,2
4415,4415,0,168,0,0,655,169,0,2
4416,4416,0,168,0,0,655,169,0,0
4417,4417,0,168,0,0,655,169,0,0
4418,4418,0,168,0,0,655,169,0,0
4419,4419,0,168,0,0,655,169,0,2
4420,4420,0,168,0,0,655,169,0,2
4421,4421,0,168,0,0,655,169,0,2
4422,4422,0,168,0,0,655,169,0,7
4423,4423,0,168,0,0,655,169,0,7
4424,4424,0,168,0,0,655,169,0,7
4425,4425,0,168,0,0,655,169,0,2
4426,4426,0,168,0,0,655,169,0,2
4427,4427,0,168,0,0,655,169,0,2
4428,4428,0,168,0,0,655,169,0,2
4429,4429,0,168,0,0,655,169,0,6
4430,4430,0,168,0,0,655,169,0,6
4431,4431,0,168,0,0,655,169,0,6
4432,4432,0,168,0,0,655,169,0,2
4433,4433,0,168,0,0,655,169,0,2
4434,4434,0,168,0,0,655,169,0,2
4435,4435,0,168,0,0,655,169,0,2
4436,4436,0,168,0,0,655,169,0,0
4437,4437,0,168,0,0,655,169,0,0
4438,4438,0,168,0,0,655,169,0,0
4439,4439,0,168,0,0,655,169,0,2
4440,4440,0,168,0,0,655,169,0,2
4441,4441,0,168,0,0,655,169,0,2
4442,4442,0,168,0,0,655,169,0,7
4443,4443,0,168,0,0,655,169,0,7
4444,4444,0,168,0,0,655,169,0,7
4445,4445,0,168,0,0,655,169,0,2
4446,4446,0,168,0,0,655,169,0,2
4447,4447,0,168,0,0,655,169,0,2
4448,4448,0,168,0,0,655,169,0,2
4449,4449,0,168,0,0,655,169,0,6
4450,4450,0,168,0,0,655,169,0,6
4451,4451,0,168,0,0,655,169,0,6
4452,4452,0,168,0,0,655,169,0,2
4453,4453,0,168,0,0,655,169,0,2
4454,4454,0,168,0,0,655,169,0,2
4455,4455,0,168,0,0,655,169,0,2
4456,4456,0,168,0,0,655,169,0,0
4457,4457,0,168,0,0,655,169,0,0
4458,4458,0,168,0,0,655,169,0,0
4459,4459,0,168,0,0,655,169,0,2
4460,4460,0,168,0,0,655,169,0,2
4461,4461,0,168,0,0,655,169,0,2
4462,4462,0,168,0,0,655,169,0,7
4463,4463,0,168,0,0,655,169,0,7
4464,4464,0,168,0,0,655,169,0,7
4465,4465,0,168,0,0,655,169,0,2
4466,4466,0,168,0,0,655,169,0,2
